run_id,run_timestamp,place,query_start_date,query_end_date,dataset_type,query,is_evapotranspiration_related,parsed_place,start_date,end_date,query_type,date_intent,country,country_code,admin1,admin2,latitude,longitude,elevation_m,timezone,open_meteo_endpoint_used,open_meteo_request_url,actual_evapotranspiration_total_mm,et0_fao_total_mm_from_hourly,precipitation_total_mm,temperature_mean_c,relative_humidity_mean_percent,wind_speed_mean_kmh,vapour_pressure_deficit_mean_kpa,shortwave_radiation_mean_wm2,openai_interpretation_delay_sec,geocoding_api_delay_sec,open_meteo_weather_api_delay_sec,local_processing_delay_sec,chart_generation_delay_sec,openai_report_generation_delay_sec,network_delay_sec,total_delay_sec,model_used,interpretation_reason
20260506_035316_108028,2026-05-06 03:53:16,"Nagpur, India",2026-05-06,2026-05-06,evaluation_latency_metrics,"What is the evapotranspiration level in Nagpur, India today?

",True,"Nagpur, India",2026-05-06,2026-05-06,single_day,present,India,IN,Maharashtra,Nagpur,21.14631,79.08491,319.0,Asia/Kolkata,Open-Meteo Forecast API,https://api.open-meteo.com/v1/forecast?latitude=21.14631&longitude=79.08491&start_date=2026-05-06&end_date=2026-05-06&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Cshowers%2Cwind_speed_10m%2Cwind_gusts_10m%2Cshortwave_radiation%2Cvapour_pressure_deficit%2Cevapotranspiration%2Cet0_fao_evapotranspiration&daily=temperature_2m_max%2Ctemperature_2m_mean%2Ctemperature_2m_min%2Cprecipitation_sum%2Crain_sum%2Cshowers_sum%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cshortwave_radiation_sum%2Cet0_fao_evapotranspiration&timezone=Asia%2FKolkata&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601&cell_selection=land,3.6,7.11,0.0,34.3375,25.375,6.429166666666667,4.2425,283.9166666666667,1.334839969999848,0.6891224510000029,0.5593813529999352,0.0139009409999744,1.0837502479998875,7.70485140000028,8.953355204000218,11.507161867999912,gpt-5.4-mini,"User asks for evapotranspiration level for today in Nagpur, India."
20260506_035337_056466,2026-05-06 03:53:37,"Bhopal, India",2026-05-06,2026-05-06,evaluation_latency_metrics,"What is the evapotranspiration level in Bhopal, India today?

",True,"Bhopal, India",2026-05-06,2026-05-06,single_day,present,India,IN,Madhya Pradesh,Bhopal,23.25469,77.40289,523.0,Asia/Kolkata,Open-Meteo Forecast API,https://api.open-meteo.com/v1/forecast?latitude=23.25469&longitude=77.40289&start_date=2026-05-06&end_date=2026-05-06&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Cshowers%2Cwind_speed_10m%2Cwind_gusts_10m%2Cshortwave_radiation%2Cvapour_pressure_deficit%2Cevapotranspiration%2Cet0_fao_evapotranspiration&daily=temperature_2m_max%2Ctemperature_2m_mean%2Ctemperature_2m_min%2Cprecipitation_sum%2Crain_sum%2Cshowers_sum%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cshortwave_radiation_sum%2Cet0_fao_evapotranspiration&timezone=Asia%2FKolkata&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601&cell_selection=land,3.39,7.35,0.0,30.804166666666664,31.5,8.3625,3.353333333333333,297.125,1.3661679809997622,0.6685972599998422,0.5285673430003044,0.015031411000109,0.6712969219997831,9.733389610999891,10.93055421400004,13.133218647999913,gpt-5.4-mini,"User asks for evapotranspiration level for Bhopal, India today."
20260506_035357_362565,2026-05-06 03:53:57,"Hyderabad, India",2026-05-06,2026-05-06,evaluation_latency_metrics,"What is the evapotranspiration level in Hyderabad, India today?

",True,"Hyderabad, India",2026-05-06,2026-05-06,single_day,present,India,IN,Telangana,Hyderabad,17.38405,78.45636,515.0,Asia/Kolkata,Open-Meteo Forecast API,https://api.open-meteo.com/v1/forecast?latitude=17.38405&longitude=78.45636&start_date=2026-05-06&end_date=2026-05-06&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Cshowers%2Cwind_speed_10m%2Cwind_gusts_10m%2Cshortwave_radiation%2Cvapour_pressure_deficit%2Cevapotranspiration%2Cet0_fao_evapotranspiration&daily=temperature_2m_max%2Ctemperature_2m_mean%2Ctemperature_2m_min%2Cprecipitation_sum%2Crain_sum%2Cshowers_sum%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cshortwave_radiation_sum%2Cet0_fao_evapotranspiration&timezone=Asia%2FKolkata&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601&cell_selection=land,2.25,6.22,0.0,31.09583333333333,47.083333333333336,7.0375000000000005,2.6479166666666667,273.2083333333333,2.154187573999934,0.6583724699999038,0.5273581790002027,0.0182078279999586,1.0425257810002222,7.626224740999987,8.811955390000094,12.182028182000067,gpt-5.4-mini,"User asks for evapotranspiration in Hyderabad, India today."
20260506_035416_449836,2026-05-06 03:54:16,"Bengaluru, India",2026-05-06,2026-05-06,evaluation_latency_metrics,"What is the evapotranspiration level in Bengaluru, India today?

",True,"Bengaluru, India",2026-05-06,2026-05-06,single_day,present,India,IN,Karnataka,Bengaluru Urban,12.97194,77.59369,920.0,Asia/Kolkata,Open-Meteo Forecast API,https://api.open-meteo.com/v1/forecast?latitude=12.97194&longitude=77.59369&start_date=2026-05-06&end_date=2026-05-06&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Cshowers%2Cwind_speed_10m%2Cwind_gusts_10m%2Cshortwave_radiation%2Cvapour_pressure_deficit%2Cevapotranspiration%2Cet0_fao_evapotranspiration&daily=temperature_2m_max%2Ctemperature_2m_mean%2Ctemperature_2m_min%2Cprecipitation_sum%2Crain_sum%2Cshowers_sum%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cshortwave_radiation_sum%2Cet0_fao_evapotranspiration&timezone=Asia%2FKolkata&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601&cell_selection=land,3.13,5.390000000000001,1.0,27.620833333333337,53.333333333333336,6.933333333333333,1.9141666666666663,254.5833333333333,1.669796600999689,0.6959694649999619,0.5531703610004115,0.0155351010002959,0.6702863230002549,8.151101771999947,9.40024159800032,11.872828562999985,gpt-5.4-mini,"User asks for evapotranspiration in Bengaluru, India today, which is directly ET-related and time-specific."
20260506_035434_637275,2026-05-06 03:54:34,"Coimbatore, India",2026-05-06,2026-05-06,evaluation_latency_metrics,"What is the evapotranspiration level in Coimbatore, India today?

",True,"Coimbatore, India",2026-05-06,2026-05-06,single_day,present,India,IN,Tamil Nadu,Coimbatore,11.00555,76.96612,411.0,Asia/Kolkata,Open-Meteo Forecast API,https://api.open-meteo.com/v1/forecast?latitude=11.00555&longitude=76.96612&start_date=2026-05-06&end_date=2026-05-06&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Cshowers%2Cwind_speed_10m%2Cwind_gusts_10m%2Cshortwave_radiation%2Cvapour_pressure_deficit%2Cevapotranspiration%2Cet0_fao_evapotranspiration&daily=temperature_2m_max%2Ctemperature_2m_mean%2Ctemperature_2m_min%2Cprecipitation_sum%2Crain_sum%2Cshowers_sum%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cshortwave_radiation_sum%2Cet0_fao_evapotranspiration&timezone=Asia%2FKolkata&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601&cell_selection=land,3.4000000000000004,5.4,3.1,28.133333333333336,72.95833333333333,6.020833333333333,1.2383333333333333,282.6666666666667,1.306336913999985,0.6555149790001451,0.5287562149997029,0.0191919839999172,1.041969870999765,7.958589882000069,9.142861075999916,11.66697098199984,gpt-5.4-mini,User asks for evapotranspiration level for today in a specified location.
20260506_035520_655221,2026-05-06 03:55:20,"Leh, India",2026-05-06,2026-05-06,evaluation_latency_metrics,"What is the evapotranspiration level in Leh, India today?

",True,"Leh, India",2026-05-06,2026-05-06,single_day,present,India,IN,Ladakh,Leh district,34.16504,77.58402,3502.0,Asia/Kolkata,Open-Meteo Forecast API,https://api.open-meteo.com/v1/forecast?latitude=34.16504&longitude=77.58402&start_date=2026-05-06&end_date=2026-05-06&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Cshowers%2Cwind_speed_10m%2Cwind_gusts_10m%2Cshortwave_radiation%2Cvapour_pressure_deficit%2Cevapotranspiration%2Cet0_fao_evapotranspiration&daily=temperature_2m_max%2Ctemperature_2m_mean%2Ctemperature_2m_min%2Cprecipitation_sum%2Crain_sum%2Cshowers_sum%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cshortwave_radiation_sum%2Cet0_fao_evapotranspiration&timezone=Asia%2FKolkata&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601&cell_selection=land,0.8200000000000001,4.52,2.1,3.8416666666666655,36.875,3.608333333333333,0.5783333333333333,358.5833333333333,1.4812303600001542,0.6949058509999304,0.6428088560001015,0.0136285690000477,0.6748620439998376,8.933013315000153,10.270728022000185,12.55593042800001,gpt-5.4-mini,"User asks for evapotranspiration level in Leh, India today."
20260506_035544_468509,2026-05-06 03:55:44,"Kanniyakumari, India",2026-05-06,2026-05-06,evaluation_latency_metrics,"What is the evapotranspiration level in Kanniyakumari, India today?

",True,"Kanniyakumari, India",2026-05-06,2026-05-06,single_day,present,India,IN,Tamil Nadu,Kanniyakumari,8.09008,77.53841,36.0,Asia/Kolkata,Open-Meteo Forecast API,https://api.open-meteo.com/v1/forecast?latitude=8.09008&longitude=77.53841&start_date=2026-05-06&end_date=2026-05-06&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Cshowers%2Cwind_speed_10m%2Cwind_gusts_10m%2Cshortwave_radiation%2Cvapour_pressure_deficit%2Cevapotranspiration%2Cet0_fao_evapotranspiration&daily=temperature_2m_max%2Ctemperature_2m_mean%2Ctemperature_2m_min%2Cprecipitation_sum%2Crain_sum%2Cshowers_sum%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cshortwave_radiation_sum%2Cet0_fao_evapotranspiration&timezone=Asia%2FKolkata&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601&cell_selection=land,3.05,5.43,9.4,29.466666666666665,70.125,11.675,1.3116666666666668,255.66666666666663,1.2907017419997828,0.656123283999932,0.5297149849998277,0.0150475340001321,0.6711631140001373,9.744612244000107,10.930450512999869,13.031956048999746,gpt-5.4-mini,"User asks for evapotranspiration level for today in Kanniyakumari, India."
20260506_035627_869264,2026-05-06 03:56:27,"Kohima, India",2026-05-06,2026-05-06,evaluation_latency_metrics,"What is the evapotranspiration level in Kohima, India today?

",True,"Kohima, India",2026-05-06,2026-05-06,single_day,present,India,IN,Nagaland,Kohima,25.67467,94.11099,1463.0,Asia/Kolkata,Open-Meteo Forecast API,https://api.open-meteo.com/v1/forecast?latitude=25.67467&longitude=94.11099&start_date=2026-05-06&end_date=2026-05-06&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Cshowers%2Cwind_speed_10m%2Cwind_gusts_10m%2Cshortwave_radiation%2Cvapour_pressure_deficit%2Cevapotranspiration%2Cet0_fao_evapotranspiration&daily=temperature_2m_max%2Ctemperature_2m_mean%2Ctemperature_2m_min%2Cprecipitation_sum%2Crain_sum%2Cshowers_sum%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cshortwave_radiation_sum%2Cet0_fao_evapotranspiration&timezone=Asia%2FKolkata&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601&cell_selection=land,2.97,4.29,1.8,18.40833333333333,81.125,3.716666666666667,0.4475,272.375,4.099513746999946,0.6628248970000641,0.5542146529996899,0.0133068099999036,0.657761188999757,7.642156682999939,8.859196232999693,13.777111262999824,gpt-5.4-mini,"User asks for evapotranspiration in Kohima, India today."
20260506_035651_897779,2026-05-06 03:56:51,"Itanagar, India",2026-05-06,2026-05-06,evaluation_latency_metrics,"What is the evapotranspiration level in Itanagar, India today?

",True,"Itanagar, India",2026-05-06,2026-05-06,single_day,present,India,IN,,Papum Pare,27.08694,93.60987,326.0,Asia/Kolkata,Open-Meteo Forecast API,https://api.open-meteo.com/v1/forecast?latitude=27.08694&longitude=93.60987&start_date=2026-05-06&end_date=2026-05-06&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Cshowers%2Cwind_speed_10m%2Cwind_gusts_10m%2Cshortwave_radiation%2Cvapour_pressure_deficit%2Cevapotranspiration%2Cet0_fao_evapotranspiration&daily=temperature_2m_max%2Ctemperature_2m_mean%2Ctemperature_2m_min%2Cprecipitation_sum%2Crain_sum%2Cshowers_sum%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cshortwave_radiation_sum%2Cet0_fao_evapotranspiration&timezone=Asia%2FKolkata&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601&cell_selection=land,3.86,3.38,7.5,22.366666666666664,85.25,4.066666666666666,0.4541666666666668,199.83333333333331,1.3614517430000888,0.6555034640000486,0.5575600869997288,0.01561852299983,0.6401136889999179,9.546081348999904,10.759144899999685,12.922232337999958,gpt-5.4-mini,"User asks for evapotranspiration level in Itanagar, India today."
20260506_035719_110804,2026-05-06 03:57:19,"Vijayawada, India",2026-05-06,2026-05-06,evaluation_latency_metrics,"What is the evapotranspiration level in Vijayawada, India today?

",True,"Vijayawada, India",2026-05-06,2026-05-06,single_day,present,India,IN,Andhra Pradesh,NTR,16.50745,80.6466,47.0,Asia/Kolkata,Open-Meteo Forecast API,https://api.open-meteo.com/v1/forecast?latitude=16.50745&longitude=80.6466&start_date=2026-05-06&end_date=2026-05-06&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Crain%2Cshowers%2Cwind_speed_10m%2Cwind_gusts_10m%2Cshortwave_radiation%2Cvapour_pressure_deficit%2Cevapotranspiration%2Cet0_fao_evapotranspiration&daily=temperature_2m_max%2Ctemperature_2m_mean%2Ctemperature_2m_min%2Cprecipitation_sum%2Crain_sum%2Cshowers_sum%2Cwind_speed_10m_max%2Cwind_gusts_10m_max%2Cshortwave_radiation_sum%2Cet0_fao_evapotranspiration&timezone=Asia%2FKolkata&temperature_unit=celsius&wind_speed_unit=kmh&precipitation_unit=mm&timeformat=iso8601&cell_selection=land,1.74,5.710000000000001,1.2,31.462500000000006,67.0,9.879166666666668,1.6591666666666665,253.08333333333334,1.424578277999899,0.6854961879998882,0.5554547130000174,0.016072328000063862,0.6844418350001433,8.33423542499986,9.575186325999766,11.816392780000115,gpt-5.4-mini,"User asks for evapotranspiration in Vijayawada, India today, which is an ET-related present-day location query."
